T_H,theta,jz_mean,jz_var,d_jz_analytical,d_jz_numerical,delta_theta_analytical,delta_theta_numerical,delta_theta_theory,is_fringe_extremum,abs_sin
0.1788566162,1,-0.4920238746,0.007912506845,0.01590970252,0.01590970258,5.591070777,5.591070756,5.591070777,False,0.1779045457
0.1813497804,1,-0.491800573,0.008132196391,0.01635388589,0.01635388594,5.514205739,5.514205723,5.514205739,False,0.1803573829
0.183877698,1,-0.4915710376,0.008357915035,0.01681039948,0.01681039949,5.438397428,5.438397425,5.438397428,False,0.1828432666
0.1864408534,1,-0.4913350952,0.008589824216,0.01727958152,0.01727958149,5.363631317,5.363631326,5.363631317,False,0.1853626091
0.1890397378,1,-0.4910925682,0.008828089461,0.01776177928,0.0177617793,5.289893076,5.289893071,5.289893076,False,0.1879158265
0.1916748492,1,-0.4908432739,0.009072880479,0.01825734932,0.01825734924,5.217168576,5.217168599,5.217168576,False,0.1905033383
0.1943466927,1,-0.4905870246,0.009324371255,0.0187666577,0.0187666577,5.145443878,5.14544388,5.145443878,False,0.193125568
0.1970557802,1,-0.4903236277,0.009582740135,0.01929008023,0.0192900802,5.074705239,5.074705247,5.074705239,False,0.1957829424
0.1998026309,1,-0.490052885,0.009848169929,0.01982800269,0.01982800277,5.004939103,5.004939084,5.004939103,False,0.198475892
0.2025877712,1,-0.4897745931,0.010120848,0.02038082114,0.02038082114,4.936132098,4.936132097,4.936132098,False,0.2012048508
0.2054117348,1,-0.4894885429,0.01040096635,0.02094894209,0.02094894208,4.86827104,4.868271041,4.86827104,False,0.2039702562
0.208275063,1,-0.4891945199,0.01068872174,0.02153278282,0.02153278278,4.801342924,4.801342933,4.801342924,False,0.2067725489
0.2111783044,1,-0.4888923033,0.01098431577,0.02213277165,0.02213277173,4.735334923,4.735334906,4.735334923,False,0.209612173
0.2141220155,1,-0.4885816667,0.01128795498,0.02274934814,0.02274934816,4.670234388,4.670234386,4.670234388,False,0.212489576
0.2171067603,1,-0.4882623773,0.01159985095,0.02338296346,0.02338296354,4.606028844,4.60602883,4.606028844,False,0.2154052083
0.2201331107,1,-0.487934196,0.01192022039,0.02403408059,0.02403408059,4.542705986,4.542705988,4.542705986,False,0.2183595236
0.2232016469,1,-0.4875968773,0.01224928525,0.02470317466,0.02470317467,4.48025368,4.480253677,4.48025368,False,0.2213529783
0.2263129568,1,-0.487250169,0.01258727285,0.02539073319,0.02539073318,4.418659956,4.418659958,4.418659956,False,0.2243860321
0.2294676367,1,-0.4868938119,0.01293441589,0.02609725646,0.02609725647,4.357913012,4.357913011,4.357913012,False,0.227459147
0.2326662911,1,-0.4865275402,0.01329095266,0.02682325773,0.02682325778,4.298001206,4.298001198,4.298001206,False,0.2305727882
0.2359095331,1,-0.4861510804,0.01365712707,0.02756926361,0.02756926354,4.238913057,4.238913069,4.238913057,False,0.233727423
0.239197984,1,-0.4857641519,0.01403318876,0.02833581435,0.02833581436,4.180637241,4.18063724,4.180637241,False,0.2369235215
0.2425322742,1,-0.4853664665,0.01441939321,0.02912346414,0.02912346417,4.123162591,4.123162587,4.123162591,False,0.2401615557
0.2459130425,1,-0.4849577282,0.01481600187,0.02993278148,0.0299327815,4.066478092,4.066478088,4.066478092,False,0.2434420002
0.249340937,1,-0.484537633,0.01522328218,0.03076434945,0.03076434948,4.010572881,4.010572877,4.010572881,False,0.2467653312
0.2528166144,1,-0.4841058689,0.01564150773,0.03161876611,0.03161876608,3.955436245,3.955436249,3.955436245,False,0.250132027
0.2563407409,1,-0.4836621152,0.01607095836,0.03249664478,0.03249664476,3.901057617,3.901057619,3.901057617,False,0.2535425673
0.2599139918,1,-0.4832060428,0.01651192021,0.03339861442,0.03339861443,3.847426577,3.847426576,3.847426577,False,0.2569974335
0.2635370519,1,-0.4827373138,0.01696468584,0.03432531996,0.03432531998,3.794532847,3.794532846,3.794532847,False,0.2604971082
0.2672106155,1,-0.4822555813,0.01742955433,0.03527742268,0.03527742265,3.742366291,3.742366294,3.742366291,False,0.2640420749
0.2709353866,1,-0.4817604889,0.01790683135,0.03625560053,0.03625560052,3.690916911,3.690916912,3.690916911,False,0.2676328182
0.2747120789,1,-0.4812516709,0.01839682925,0.03726054854,0.03726054848,3.640174847,3.640174854,3.640174847,False,0.2712698232
0.2785414163,1,-0.4807287518,0.01889986715,0.03829297915,0.03829297909,3.590130377,3.590130382,3.590130377,False,0.2749535753
0.2824241326,1,-0.4801913462,0.01941627101,0.03935362258,0.03935362258,3.540773909,3.540773909,3.540773909,False,0.2786845601
0.2863609719,1,-0.4796390583,0.01994637374,0.04044322725,0.04044322718,3.492095985,3.492095991,3.492095985,False,0.282463263
0.2903526885,1,-0.4790714819,0.0204905152,0.04156256012,0.04156256017,3.444087276,3.444087271,3.444087276,False,0.2862901689
0.2944000475,1,-0.4784882001,0.02104904236,0.04271240706,0.04271240703,3.396738582,3.396738585,3.396738582,False,0.290165762
0.2985038245,1,-0.4778887849,0.02162230928,0.04389357329,0.04389357333,3.35004083,3.350040827,3.35004083,False,0.2940905254
0.3026648059,1,-0.477272797,0.02221067722,0.04510688372,0.04510688373,3.30398507,3.303985069,3.30398507,False,0.2980649407
0.3068837892,1,-0.4766397857,0.02281451468,0.04635318336,0.04635318335,3.258562476,3.258562477,3.258562476,False,0.3020894879
0.3111615828,1,-0.4759892883,0.02343419741,0.04763333771,0.04763333777,3.213764344,3.21376434,3.213764344,False,0.3061646447
0.3154990065,1,-0.4753208301,0.02407010852,0.04894823316,0.04894823311,3.169582089,3.169582092,3.169582089,False,0.3102908862
0.3198968915,1,-0.4746339238,0.02472263842,0.05029877737,0.05029877745,3.126007243,3.126007238,3.126007243,False,0.3144686847
0.3243560807,1,-0.4739280695,0.02539218493,0.05168589968,0.05168589967,3.083031457,3.083031457,3.083031457,False,0.3186985091
0.3288774286,1,-0.4732027544,0.02607915322,0.0531105515,0.05311055154,3.040646493,3.040646491,3.040646493,False,0.3229808243
0.3334618016,1,-0.4724574522,0.02678395587,0.0545737067,0.05457370678,2.998844231,2.998844227,2.998844231,False,0.3273160911
0.3381100782,1,-0.471691623,0.02750701279,0.05607636204,0.05607636208,2.957616659,2.957616657,2.957616659,False,0.3317047651
0.3428231494,1,-0.470904713,0.0282487513,0.05761953748,0.05761953742,2.916955876,2.916955879,2.916955876,False,0.3361472969
0.3476019182,1,-0.470096154,0.029009606,0.05920427667,0.05920427662,2.87685409,2.876854093,2.87685409,False,0.340644131
0.3524473004,1,-0.4692653633,0.02979001877,0.06083164725,0.06083164719,2.837303617,2.837303619,2.837303617,False,0.3451957055
0.3573602246,1,-0.4684117433,0.03059043874,0.06250274129,0.06250274132,2.798296876,2.798296874,2.798296876,False,0.3498024513
0.3623416323,1,-0.4675346809,0.03141132214,0.06421867562,0.06421867568,2.759826392,2.75982639,2.759826392,False,0.3544647917
0.3673924782,1,-0.4666335476,0.03225313228,0.06598059223,0.06598059224,2.721884795,2.721884794,2.721884795,False,0.3591831415
0.3725137301,1,-0.4657076987,0.03311633939,0.06778965863,0.06778965875,2.684464811,2.684464806,2.684464811,False,0.3639579063
0.3777063695,1,-0.4647564733,0.03400142052,0.06964706818,0.06964706825,2.647559271,2.647559268,2.647559271,False,0.368789482
0.3829713914,1,-0.4637791938,0.03490885938,0.07155404044,0.07155404042,2.611161101,2.611161102,2.611161101,False,0.373678254
0.3883098049,1,-0.4627751655,0.03583914619,0.07351182151,0.07351182152,2.575263327,2.575263327,2.575263327,False,0.3786245961
0.393722633,1,-0.4617436763,0.03679277744,0.07552168436,0.07552168441,2.539859069,2.539859067,2.539859069,False,0.3836288698
0.399210913,1,-0.4606839961,0.03777025575,0.07758492909,0.07758492918,2.504941542,2.50494154,2.504941542,False,0.3886914239
0.4047756966,1,-0.4595953769,0.03877208954,0.07970288326,0.07970288324,2.470504055,2.470504056,2.470504055,False,0.3938125927
