theta_value,alpha_xx_opt,alpha_xz_opt,alpha_zx_opt,alpha_zz_opt,delta_theta_opt,sql,ratio,expectation_Jz,variance_Jz,d_exp_d_theta,n_starts,n_converged
1,0.1508771032,0.1133012774,2.328869565,1.338412285,0.07452124699,0.1,0.7452124699,-0.1616309613,0.2238754324,6.349259908,100,27
