drive,azz,delta_theta,theta_value,slice_type
-5,-5,0.1005818875,1,ay
-5,-4.95,0.1009941821,1,ay
-5,-4.9,0.1015629275,1,ay
-5,-4.85,0.1023101411,1,ay
-5,-4.8,0.1032567394,1,ay
-5,-4.75,0.1044227195,1,ay
-5,-4.7,0.1058272719,1,ay
-5,-4.65,0.1074888178,1,ay
-5,-4.6,0.109424973,1,ay
-5,-4.55,0.111652438,1,ay
-5,-4.5,0.1141868151,1,ay
-5,-4.45,0.1170423473,1,ay
-5,-4.4,0.1202315679,1,ay
-5,-4.35,0.1237648455,1,ay
-5,-4.3,0.127649803,1,ay
-5,-4.25,0.1318905817,1,ay
-5,-4.2,0.1364869205,1,ay
-5,-4.15,0.1414330152,1,ay
-5,-4.1,0.1467161279,1,ay
-5,-4.05,0.1523149229,1,ay
-5,-4,0.1581975237,1,ay
-5,-3.95,0.1643193202,1,ay
-5,-3.9,0.1706205983,1,ay
-5,-3.85,0.1770241396,1,ay
-5,-3.8,0.1834330307,1,ay
-5,-3.75,0.1897290359,1,ay
-5,-3.7,0.1957720135,1,ay
-5,-3.65,0.2014009662,1,ay
-5,-3.6,0.2064373705,1,ay
-5,-3.55,0.2106913809,1,ay
-5,-3.5,0.2139712742,1,ay
-5,-3.45,0.2160960684,1,ay
-5,-3.4,0.2169106031,1,ay
-5,-3.35,0.2163016062,1,ay
-5,-3.3,0.2142125898,1,ay
-5,-3.25,0.2106550548,1,ay
-5,-3.2,0.2057136611,1,ay
-5,-3.15,0.1995438654,1,ay
-5,-3.1,0.1923618269,1,ay
-5,-3.05,0.1844278511,1,ay
-5,-3,0.1760258113,1,ay
-5,-2.95,0.1674415168,1,ay
-5,-2.9,0.1589428623,1,ay
-5,-2.85,0.150763845,1,ay
-5,-2.8,0.1430936237,1,ay
-5,-2.75,0.1360708728,1,ay
-5,-2.7,0.1297830575,1,ay
-5,-2.65,0.1242698127,1,ay
-5,-2.6,0.1195294278,1,ay
-5,-2.55,0.1155272986,1,ay
-5,-2.5,0.1122052085,1,ay
-5,-2.45,0.1094903829,1,ay
-5,-2.4,0.1073034616,1,ay
-5,-2.35,0.1055648648,1,ay
-5,-2.3,0.1041993458,1,ay
-5,-2.25,0.1031388327,1,ay
-5,-2.2,0.1023238348,1,ay
-5,-2.15,0.1017037776,1,ay
-5,-2.1,0.1012366238,1,ay
-5,-2.05,0.1008880733,1,ay
-5,-2,0.100630572,1,ay
-5,-1.95,0.1004422778,1,ay
-5,-1.9,0.1003060783,1,ay
-5,-1.85,0.1002087062,1,ay
-5,-1.8,0.100139978,1,ay
-5,-1.75,0.1000921511,1,ay
-5,-1.7,0.1000593946,1,ay
-5,-1.65,0.1000373619,1,ay
-5,-1.6,0.1000228473,1,ay
-5,-1.55,0.100013514,1,ay
-5,-1.5,0.1000076813,1,ay
-5,-1.45,0.1000041594,1,ay
-5,-1.4,0.1000021201,1,ay
-5,-1.35,0.100001,1,ay
-5,-1.3,0.1000004252,1,ay
-5,-1.25,0.1000001564,1,ay
-5,-1.2,0.1000000462,1,ay
-5,-1.15,0.1000000094,1,ay
-5,-1.1,0.100000001,1,ay
-5,-1.05,0.09999999999,1,ay
-5,-1,0.1,1,ay
-5,-0.95,0.100000001,1,ay
-5,-0.9,0.1000000054,1,ay
-5,-0.85,0.1000000155,1,ay
-5,-0.8,0.1000000324,1,ay
-5,-0.75,0.1000000557,1,ay
-5,-0.7,0.1000000832,1,ay
-5,-0.65,0.1000001119,1,ay
-5,-0.6,0.1000001382,1,ay
-5,-0.55,0.1000001591,1,ay
-5,-0.5,0.1000001719,1,ay
-5,-0.45,0.1000001751,1,ay
-5,-0.4,0.1000001681,1,ay
-5,-0.35,0.1000001517,1,ay
-5,-0.3,0.1000001281,1,ay
-5,-0.25,0.1000000998,1,ay
-5,-0.2,0.1000000701,1,ay
-5,-0.15,0.1000000424,1,ay
-5,-0.1,0.1000000198,1,ay
-5,-0.05,0.1000000051,1,ay
-5,0,0.09999999997,1,ay
-5,0.05,0.1000000052,1,ay
-5,0.1,0.1000000201,1,ay
-5,0.15,0.1000000434,1,ay
-5,0.2,0.1000000723,1,ay
-5,0.25,0.1000001036,1,ay
-5,0.3,0.1000001339,1,ay
-5,0.35,0.1000001596,1,ay
-5,0.4,0.1000001777,1,ay
-5,0.45,0.1000001857,1,ay
-5,0.5,0.1000001829,1,ay
-5,0.55,0.1000001696,1,ay
-5,0.6,0.1000001475,1,ay
-5,0.65,0.1000001192,1,ay
-5,0.7,0.1000000885,1,ay
-5,0.75,0.100000059,1,ay
-5,0.8,0.1000000342,1,ay
-5,0.85,0.1000000162,1,ay
-5,0.9,0.1000000055,1,ay
-5,0.95,0.1000000011,1,ay
-5,1,0.1,1,ay
-5,1.05,0.1,1,ay
-5,1.1,0.1000000009,1,ay
-5,1.15,0.100000009,1,ay
-5,1.2,0.1000000432,1,ay
-5,1.25,0.1000001423,1,ay
-5,1.3,0.1000003761,1,ay
-5,1.35,0.1000008568,1,ay
-5,1.4,0.1000017555,1,ay
-5,1.45,0.1000033188,1,ay
-5,1.5,0.1000058888,1,ay
-5,1.55,0.1000099255,1,ay
-5,1.6,0.1000160297,1,ay
-5,1.65,0.1000249679,1,ay
-5,1.7,0.1000376979,1,ay
-5,1.75,0.1000553946,1,ay
-5,1.8,0.1000794751,1,ay
-5,1.85,0.1001116248,1,ay
-5,1.9,0.1001538209,1,ay
-5,1.95,0.1002083566,1,ay
-5,2,0.1002778634,1,ay
-5,2.05,0.1003653337,1,ay
-5,2.1,0.1004741422,1,ay
-5,2.15,0.1006080683,1,ay
-5,2.2,0.1007713192,1,ay
-5,2.25,0.1009685543,1,ay
-5,2.3,0.1012049137,1,ay
-5,2.35,0.1014860486,1,ay
-5,2.4,0.1018181584,1,ay
-5,2.45,0.1022080334,1,ay
-5,2.5,0.1026631052,1,ay
-5,2.55,0.1031915073,1,ay
-5,2.6,0.1038021459,1,ay
-5,2.65,0.1045047852,1,ay
-5,2.7,0.1053101468,1,ay
-5,2.75,0.1062300293,1,ay
-5,2.8,0.1072774474,1,ay
-5,2.85,0.1084667978,1,ay
-5,2.9,0.1098140538,1,ay
-5,2.95,0.1113369956,1,ay
-5,3,0.1130554821,1,ay
-5,3.05,0.1149917724,1,ay
-5,3.1,0.1171709068,1,ay
-5,3.15,0.1196211599,1,ay
-5,3.2,0.1223745783,1,ay
-5,3.25,0.1254676234,1,ay
-5,3.3,0.1289419378,1,ay
-5,3.35,0.132845262,1,ay
-5,3.4,0.1372325314,1,ay
-5,3.45,0.1421671857,1,ay
-5,3.5,0.1477227273,1,ay
-5,3.55,0.1539845659,1,ay
-5,3.6,0.1610521739,1,ay
-5,3.65,0.1690415592,1,ay
-5,3.7,0.1780880094,1,ay
-5,3.75,0.1883489565,1,ay
-5,3.8,0.20000662,1,ay
-5,3.85,0.2132697078,1,ay
-5,3.9,0.2283727988,1,ay
-5,3.95,0.2455708208,1,ay
-5,4,0.2651239868,1,ay
-5,4.05,0.2872650999,1,ay
-5,4.1,0.3121358072,1,ay
-5,4.15,0.3396711926,1,ay
-5,4.2,0.3694055229,1,ay
-5,4.25,0.4001754142,1,ay
-5,4.3,0.4297343061,1,ay
-5,4.35,0.4544060621,1,ay
-5,4.4,0.4691200728,1,ay
-5,4.45,0.4683590117,1,ay
-5,4.5,0.448282929,1,ay
-5,4.55,0.4091897497,1,ay
-5,4.6,0.3563640793,1,ay
-5,4.65,0.2981719833,1,ay
-5,4.7,0.2427484609,1,ay
-5,4.75,0.1956542021,1,ay
-5,4.8,0.159380416,1,ay
-5,4.85,0.1339591172,1,ay
-5,4.9,0.1177992705,1,ay
-5,4.95,0.1085052366,1,ay
-5,5,0.103665521,1,ay
-4.95,-5,0.1034599152,1,ay
-4.95,-4.95,0.1047549236,1,ay
-4.95,-4.9,0.1063313201,1,ay
-4.95,-4.85,0.1082150611,1,ay
-4.95,-4.8,0.1104320906,1,ay
-4.95,-4.75,0.1130082997,1,ay
-4.95,-4.7,0.1159694022,1,ay
-4.95,-4.65,0.1193407163,1,ay
-4.95,-4.6,0.1231468339,1,ay
-4.95,-4.55,0.127411146,1,ay
-4.95,-4.5,0.1321551785,1,ay
-4.95,-4.45,0.1373976741,1,ay
-4.95,-4.4,0.1431533395,1,ay
-4.95,-4.35,0.1494311576,1,ay
-4.95,-4.3,0.1562321504,1,ay
-4.95,-4.25,0.1635464644,1,ay
-4.95,-4.2,0.1713496629,1,ay
-4.95,-4.15,0.1795981349,1,ay
-4.95,-4.1,0.1882236116,1,ay
-4.95,-4.05,0.1971269205,1,ay
-4.95,-4,0.2061713493,1,ay
-4.95,-3.95,0.2151763429,1,ay
-4.95,-3.9,0.223912725,1,ay
-4.95,-3.85,0.2321011865,1,ay
-4.95,-3.8,0.2394162502,1,ay
-4.95,-3.75,0.2454980971,1,ay
-4.95,-3.7,0.2499741811,1,ay
-4.95,-3.65,0.2524910839,1,ay
-4.95,-3.6,0.2527545343,1,ay
-4.95,-3.55,0.2505722705,1,ay
-4.95,-3.5,0.2458915704,1,ay
-4.95,-3.45,0.2388222243,1,ay
-4.95,-3.4,0.2296377126,1,ay
-4.95,-3.35,0.2187522392,1,ay
-4.95,-3.3,0.206677518,1,ay
-4.95,-3.25,0.1939682357,1,ay
-4.95,-3.2,0.181167025,1,ay
-4.95,-3.15,0.1687581578,1,ay
-4.95,-3.1,0.1571353524,1,ay
-4.95,-3.05,0.1465849686,1,ay
-4.95,-3,0.1372829539,1,ay
-4.95,-2.95,0.129302598,1,ay
-4.95,-2.9,0.1226299354,1,ay
-4.95,-2.85,0.1171838451,1,ay
-4.95,-2.8,0.1128379884,1,ay
-4.95,-2.75,0.1094418579,1,ay
-4.95,-2.7,0.1068386509,1,ay
-4.95,-2.65,0.1048785547,1,ay
-4.95,-2.6,0.103427119,1,ay
-4.95,-2.55,0.1023693042,1,ay
-4.95,-2.5,0.101610288,1,ay
-4.95,-2.45,0.1010742042,1,ay
-4.95,-2.4,0.1007017993,1,ay
-4.95,-2.35,0.1004477136,1,ay
-4.95,-2.3,0.1002778163,1,ay
-4.95,-2.25,0.1001668218,1,ay
-4.95,-2.2,0.1000962732,1,ay
-4.95,-2.15,0.1000529,1,ay
-4.95,-2.1,0.100027315,1,ay
-4.95,-2.05,0.1000130018,1,ay
-4.95,-2,0.1000055382,1,ay
-4.95,-1.95,0.1000020094,1,ay
-4.95,-1.9,0.1000005662,1,ay
-4.95,-1.85,0.100000101,1,ay
-4.95,-1.8,0.100000006,1,ay
-4.95,-1.75,0.09999999997,1,ay
-4.95,-1.7,0.1000000033,1,ay
-4.95,-1.65,0.1000000497,1,ay
-4.95,-1.6,0.1000002268,1,ay
-4.95,-1.55,0.1000006347,1,ay
-4.95,-1.5,0.1000013611,1,ay
-4.95,-1.45,0.1000024677,1,ay
-4.95,-1.4,0.1000039815,1,ay
-4.95,-1.35,0.1000058949,1,ay
-4.95,-1.3,0.1000081677,1,ay
-4.95,-1.25,0.100010731,1,ay
-4.95,-1.2,0.1000134941,1,ay
-4.95,-1.15,0.1000163507,1,ay
-4.95,-1.1,0.1000191863,1,ay
-4.95,-1.05,0.1000218844,1,ay
-4.95,-1,0.1000243331,1,ay
-4.95,-0.95,0.10002643,1,ay
-4.95,-0.9,0.1000280874,1,ay
-4.95,-0.85,0.1000292356,1,ay
-4.95,-0.8,0.100029826,1,ay
-4.95,-0.75,0.1000298322,1,ay
-4.95,-0.7,0.1000292518,1,ay
-4.95,-0.65,0.1000281051,1,ay
-4.95,-0.6,0.1000264353,1,ay
-4.95,-0.55,0.1000243062,1,ay
-4.95,-0.5,0.1000217997,1,ay
-4.95,-0.45,0.1000190131,1,ay
-4.95,-0.4,0.1000160557,1,ay
-4.95,-0.35,0.100013044,1,ay
-4.95,-0.3,0.1000100994,1,ay
-4.95,-0.25,0.1000073417,1,ay
-4.95,-0.2,0.1000048866,1,ay
-4.95,-0.15,0.1000028405,1,ay
-4.95,-0.1,0.1000012963,1,ay
-4.95,-0.05,0.1000003308,1,ay
-4.95,0,0.09999999995,1,ay
-4.95,0.05,0.1000003379,1,ay
-4.95,0.1,0.1000013533,1,ay
-4.95,0.15,0.1000030293,1,ay
-4.95,0.2,0.1000053225,1,ay
-4.95,0.25,0.1000081641,1,ay
-4.95,0.3,0.1000114606,1,ay
-4.95,0.35,0.1000150975,1,ay
-4.95,0.4,0.1000189421,1,ay
-4.95,0.45,0.1000228479,1,ay
-4.95,0.5,0.1000266611,1,ay
-4.95,0.55,0.1000302254,1,ay
-4.95,0.6,0.1000333895,1,ay
-4.95,0.65,0.1000360144,1,ay
-4.95,0.7,0.1000379795,1,ay
-4.95,0.75,0.1000391901,1,ay
-4.95,0.8,0.100039583,1,ay
-4.95,0.85,0.1000391309,1,ay
-4.95,0.9,0.1000378465,1,ay
-4.95,0.95,0.100035782,1,ay
-4.95,1,0.1000330298,1,ay
-4.95,1.05,0.1000297172,1,ay
-4.95,1.1,0.1000260008,1,ay
-4.95,1.15,0.100022057,1,ay
-4.95,1.2,0.1000180717,1,ay
-4.95,1.25,0.1000142269,1,ay
-4.95,1.3,0.100010688,1,ay
-4.95,1.35,0.10000759,1,ay
-4.95,1.4,0.1000050278,1,ay
-4.95,1.45,0.100003046,1,ay
-4.95,1.5,0.1000016366,1,ay
-4.95,1.55,0.1000007407,1,ay
-4.95,1.6,0.100000256,1,ay
-4.95,1.65,0.1000000541,1,ay
-4.95,1.7,0.1000000033,1,ay
-4.95,1.75,0.09999999999,1,ay
-4.95,1.8,0.1000000058,1,ay
-4.95,1.85,0.100000091,1,ay
-4.95,1.9,0.1000004825,1,ay
-4.95,1.95,0.1000016118,1,ay
-4.95,2,0.1000041663,1,ay
-4.95,2.05,0.1000091372,1,ay
-4.95,2.1,0.1000178661,1,ay
-4.95,2.15,0.1000320869,1,ay
-4.95,2.2,0.1000539635,1,ay
-4.95,2.25,0.1000861225,1,ay
-4.95,2.3,0.1001316826,1,ay
-4.95,2.35,0.1001942781,1,ay
-4.95,2.4,0.1002780818,1,ay
-4.95,2.45,0.1003878259,1,ay
-4.95,2.5,0.1005288237,1,ay
-4.95,2.55,0.1007069942,1,ay
-4.95,2.6,0.10092889,1,ay
-4.95,2.65,0.1012017348,1,ay
-4.95,2.7,0.1015334668,1,ay
-4.95,2.75,0.1019327964,1,ay
-4.95,2.8,0.102409276,1,ay
-4.95,2.85,0.1029733878,1,ay
-4.95,2.9,0.1036366509,1,ay
-4.95,2.95,0.1044117518,1,ay
-4.95,3,0.1053127024,1,ay
-4.95,3.05,0.1063550303,1,ay
-4.95,3.1,0.1075560069,1,ay
-4.95,3.15,0.1089349218,1,ay
-4.95,3.2,0.1105134113,1,ay
-4.95,3.25,0.1123158539,1,ay
-4.95,3.3,0.1143698459,1,ay
-4.95,3.35,0.1167067771,1,ay
-4.95,3.4,0.1193625291,1,ay
-4.95,3.45,0.1223783278,1,ay
-4.95,3.5,0.1258017868,1,ay
-4.95,3.55,0.1296881949,1,ay
-4.95,3.6,0.1341021078,1,ay
-4.95,3.65,0.1391193315,1,ay
-4.95,3.7,0.1448294016,1,ay
-4.95,3.75,0.1513386945,1,ay
-4.95,3.8,0.1587743482,1,ay
-4.95,3.85,0.1672892051,1,ay
-4.95,3.9,0.1770680439,1,ay
-4.95,3.95,0.1883353985,1,ay
-4.95,4,0.2013652643,1,ay
-4.95,4.05,0.2164928922,1,ay
-4.95,4.1,0.2341285277,1,ay
-4.95,4.15,0.2547720692,1,ay
-4.95,4.2,0.2790255641,1,ay
-4.95,4.25,0.3075959441,1,ay
-4.95,4.3,0.3412709018,1,ay
-4.95,4.35,0.3808317681,1,ay
-4.95,4.4,0.4268319656,1,ay
-4.95,4.45,0.4791140729,1,ay
-4.95,4.5,0.535885189,1,ay
-4.95,4.55,0.5922416961,1,ay
-4.95,4.6,0.6385714648,1,ay
-4.95,4.65,0.6606522298,1,ay
-4.95,4.7,0.644490687,1,ay
-4.95,4.75,0.5858436251,1,ay
-4.95,4.8,0.4961026576,1,ay
-4.95,4.85,0.3962218829,1,ay
-4.95,4.9,0.3046601422,1,ay
-4.95,4.95,0.2311119949,1,ay
-4.95,5,0.1776712477,1,ay
-4.9,-5,0.1109424415,1,ay
-4.9,-4.95,0.1138035349,1,ay
-4.9,-4.9,0.1171317112,1,ay
-4.9,-4.85,0.1209670083,1,ay
-4.9,-4.8,0.1253507297,1,ay
-4.9,-4.75,0.1303251879,1,ay
-4.9,-4.7,0.1359332364,1,ay
-4.9,-4.65,0.1422174833,1,ay
-4.9,-4.6,0.1492190388,1,ay
-4.9,-4.55,0.1569755848,1,ay
-4.9,-4.5,0.1655184975,1,ay
-4.9,-4.45,0.1748686685,1,ay
-4.9,-4.4,0.185030605,1,ay
-4.9,-4.35,0.1959843297,1,ay
-4.9,-4.3,0.2076746232,1,ay
-4.9,-4.25,0.2199972983,1,ay
-4.9,-4.2,0.2327826079,1,ay
-4.9,-4.15,0.2457767041,1,ay
-4.9,-4.1,0.2586234735,1,ay
-4.9,-4.05,0.270851094,1,ay
-4.9,-4,0.2818701209,1,ay
-4.9,-3.95,0.2909919086,1,ay
-4.9,-3.9,0.297476103,1,ay
-4.9,-3.85,0.3006116327,1,ay
-4.9,-3.8,0.2998255924,1,ay
-4.9,-3.75,0.294800292,1,ay
