drive,azz,delta_theta,theta_value,slice_type
-5,-5,0.1003354525,2,ax
-5,-4.95,0.1006058191,2,ax
-5,-4.9,0.1009996888,2,ax
-5,-4.85,0.1015408628,2,ax
-5,-4.8,0.1022511216,2,ax
-5,-4.75,0.1031491385,2,ax
-5,-4.7,0.104249403,2,ax
-5,-4.65,0.105561195,2,ax
-5,-4.6,0.1070876661,2,ax
-5,-4.55,0.1088250869,2,ax
-5,-4.5,0.1107623197,2,ax
-5,-4.45,0.1128805597,2,ax
-5,-4.4,0.1151533756,2,ax
-5,-4.35,0.1175470633,2,ax
-5,-4.3,0.1200213114,2,ax
-5,-4.25,0.1225301663,2,ax
-5,-4.2,0.1250232755,2,ax
-5,-4.15,0.127447379,2,ax
-5,-4.1,0.1297480099,2,ax
-5,-4.05,0.1318713511,2,ax
-5,-4,0.1337661842,2,ax
-5,-3.95,0.135385847,2,ax
-5,-3.9,0.1366901037,2,ax
-5,-3.85,0.1376468235,2,ax
-5,-3.8,0.1382333603,2,ax
-5,-3.75,0.1384375356,2,ax
-5,-3.7,0.1382581497,2,ax
-5,-3.65,0.137704973,2,ax
-5,-3.6,0.1367982121,2,ax
-5,-3.55,0.1355674795,2,ax
-5,-3.5,0.1340503388,2,ax
-5,-3.45,0.1322905256,2,ax
-5,-3.4,0.1303359611,2,ax
-5,-3.35,0.1282366913,2,ax
-5,-3.3,0.1260428707,2,ax
-5,-3.25,0.1238029055,2,ax
-5,-3.2,0.1215618428,2,ax
-5,-3.15,0.1193600724,2,ax
-5,-3.1,0.11723238,2,ax
-5,-3.05,0.1152073624,2,ax
-5,-3,0.1133071952,2,ax
-5,-2.95,0.1115477216,2,ax
-5,-2.9,0.109938812,2,ax
-5,-2.85,0.1084849396,2,ax
-5,-2.8,0.107185903,2,ax
-5,-2.75,0.1060376352,2,ax
-5,-2.7,0.1050330366,2,ax
-5,-2.65,0.1041627817,2,ax
-5,-2.6,0.1034160625,2,ax
-5,-2.55,0.1027812392,2,ax
-5,-2.5,0.1022463855,2,ax
-5,-2.45,0.1017997241,2,ax
-5,-2.4,0.1014299557,2,ax
-5,-2.35,0.1011264927,2,ax
-5,-2.3,0.1008796095,2,ax
-5,-2.25,0.1006805233,2,ax
-5,-2.2,0.1005214224,2,ax
-5,-2.15,0.1003954523,2,ax
-5,-2.1,0.1002966724,2,ax
-5,-2.05,0.1002199935,2,ax
-5,-2,0.100161104,2,ax
-5,-1.95,0.1001163891,2,ax
-5,-1.9,0.1000828499,2,ax
-5,-1.85,0.1000580242,2,ax
-5,-1.8,0.1000399125,2,ax
-5,-1.75,0.1000269079,2,ax
-5,-1.7,0.1000177343,2,ax
-5,-1.65,0.1000113906,2,ax
-5,-1.6,0.100007102,2,ax
-5,-1.55,0.100004277,2,ax
-5,-1.5,0.1000024719,2,ax
-5,-1.45,0.1000013592,2,ax
-5,-1.4,0.1000007026,2,ax
-5,-1.35,0.1000003357,2,ax
-5,-1.3,0.1000001444,2,ax
-5,-1.25,0.1000000537,2,ax
-5,-1.2,0.100000016,2,ax
-5,-1.15,0.1000000033,2,ax
-5,-1.1,0.1000000003,2,ax
-5,-1.05,0.1,2,ax
-5,-1,0.09999999999,2,ax
-5,-0.95,0.1000000004,2,ax
-5,-0.9,0.1000000019,2,ax
-5,-0.85,0.1000000056,2,ax
-5,-0.8,0.1000000117,2,ax
-5,-0.75,0.1000000202,2,ax
-5,-0.7,0.1000000302,2,ax
-5,-0.65,0.1000000406,2,ax
-5,-0.6,0.1000000502,2,ax
-5,-0.55,0.1000000578,2,ax
-5,-0.5,0.1000000624,2,ax
-5,-0.45,0.1000000634,2,ax
-5,-0.4,0.1000000609,2,ax
-5,-0.35,0.1000000549,2,ax
-5,-0.3,0.1000000462,2,ax
-5,-0.25,0.1000000359,2,ax
-5,-0.2,0.1000000252,2,ax
-5,-0.15,0.1000000152,2,ax
-5,-0.1,0.1000000071,2,ax
-5,-0.05,0.1000000018,2,ax
-5,0,0.09999999997,2,ax
-5,0.05,0.1000000019,2,ax
-5,0.1,0.1000000071,2,ax
-5,0.15,0.1000000153,2,ax
-5,0.2,0.1000000254,2,ax
-5,0.25,0.1000000363,2,ax
-5,0.3,0.1000000468,2,ax
-5,0.35,0.1000000556,2,ax
-5,0.4,0.1000000618,2,ax
-5,0.45,0.1000000645,2,ax
