a_x,a_y,a_z,a_zz,delta_theta,theta_value,sql,T_H
2.739560486,-0.6112156025,3.585979199,1.973680291,0.187490064,1.2,0.1,10
-4.058226521,4.756223516,2.61139702,2.860643053,0.1063513781,1.2,0.1,10
-3.718863673,-0.496140621,-1.292019758,4.267649888,0.1111315343,1.2,0.1,10
1.438651201,3.227616133,-0.5658580117,-2.727612782,0.2127911668,1.2,0.1,10
0.5458478702,-4.361827439,3.27631172,1.316643991,0.25932283,1.2,0.1,10
2.580877401,-1.454740319,4.706980244,3.931211213,0.1048516601,1.2,0.1,10
2.783834971,-3.053612921,-0.3327899627,-4.561962342,0.2646974193,1.2,0.1,10
-3.457105079,1.830489532,2.447621559,4.675097324,0.2488571538,1.2,0.1,10
-1.741746419,-1.29540294,-0.3044418872,-3.105286409,0.2902591136,1.2,0.1,10
-3.700784947,-0.2429507377,-2.730906509,1.698139947,0.1105750782,1.2,0.1,10
-0.6284808113,3.326781961,2.00265102,-1.876333586,0.442673816,1.2,0.1,10
3.322598014,3.047643575,-1.12521621,-2.116718961,0.09528527873,1.2,0.1,10
1.82495504,-3.602475164,-3.000917975,-4.926377302,0.6619699164,1.2,0.1,10
2.869243775,1.648508566,2.051653786,2.80729031,0.4986212062,1.2,0.1,10
-0.4108422446,0.6874119595,-3.602030019,-3.854699265,0.1246370474,1.2,0.1,10
1.684029618,-0.2890379386,0.6523610648,2.649988574,0.3037020334,1.2,0.1,10
1.3471832,0.5357940066,0.5920716075,-1.960499019,0.1692937261,1.2,0.1,10
-4.691821654,-0.6328261077,-2.854153272,-0.9147135628,1.379906933,1.2,0.1,10
3.534030733,-2.660605141,-4.416972583,-2.18616108,0.2329237716,1.2,0.1,10
-2.064062422,1.619165147,0.5703215234,2.838982091,0.08003654455,1.2,0.1,10
1.643135403,-0.9361313856,3.140203847,-3.330270801,0.1717227824,1.2,0.1,10
-4.772879269,-4.099521392,2.223593506,-0.3812276975,0.1390802556,1.2,0.1,10
-3.38728221,0.01044775103,-3.476878973,1.963203751,0.2030303551,1.2,0.1,10
