drive,azz,delta_theta,theta_value,slice_type
-5,-5,0.4273452733,4.4,ax
-5,-4.95,0.4123343929,4.4,ax
-5,-4.9,0.3983434798,4.4,ax
-5,-4.85,0.3852773677,4.4,ax
-5,-4.8,0.3730523045,4.4,ax
-5,-4.75,0.3615942895,4.4,ax
-5,-4.7,0.350837663,4.4,ax
-5,-4.65,0.340724072,4.4,ax
-5,-4.6,0.3312013991,4.4,ax
-5,-4.55,0.3222230147,4.4,ax
-5,-4.5,0.3137470945,4.4,ax
-5,-4.45,0.3057359702,4.4,ax
-5,-4.4,0.2981557499,4.4,ax
-5,-4.35,0.2909757726,4.4,ax
-5,-4.3,0.2841682836,4.4,ax
-5,-4.25,0.2777081144,4.4,ax
-5,-4.2,0.271572447,4.4,ax
-5,-4.15,0.2657404919,4.4,ax
-5,-4.1,0.2601933432,4.4,ax
-5,-4.05,0.2549138234,4.4,ax
-5,-4,0.2498862334,4.4,ax
-5,-3.95,0.2450963132,4.4,ax
-5,-3.9,0.2405311124,4.4,ax
-5,-3.85,0.2361788112,4.4,ax
-5,-3.8,0.2320287884,4.4,ax
-5,-3.75,0.2280713953,4.4,ax
-5,-3.7,0.2242980414,4.4,ax
-5,-3.65,0.2207010563,4.4,ax
-5,-3.6,0.2172737379,4.4,ax
-5,-3.55,0.2140103315,4.4,ax
-5,-3.5,0.2109060745,4.4,ax
-5,-3.45,0.2079571264,4.4,ax
-5,-3.4,0.2051608115,4.4,ax
-5,-3.35,0.2025155839,4.4,ax
-5,-3.3,0.2000212734,4.4,ax
-5,-3.25,0.1976792573,4.4,ax
-5,-3.2,0.1954927088,4.4,ax
-5,-3.15,0.1934671215,4.4,ax
-5,-3.1,0.1916107773,4.4,ax
-5,-3.05,0.189935642,4.4,ax
-5,-3,0.1884584135,4.4,ax
-5,-2.95,0.1872022784,4.4,ax
-5,-2.9,0.1861993587,4.4,ax
-5,-2.85,0.1854943059,4.4,ax
-5,-2.8,0.1851502756,4.4,ax
-5,-2.75,0.1852580251,4.4,ax
-5,-2.7,0.1859514911,4.4,ax
-5,-2.65,0.1874345931,4.4,ax
-5,-2.6,0.1900307406,4.4,ax
-5,-2.55,0.1942794534,4.4,ax
-5,-2.5,0.2011413554,4.4,ax
-5,-2.45,0.2124803232,4.4,ax
-5,-2.4,0.2323679823,4.4,ax
-5,-2.35,0.2714192048,4.4,ax
-5,-2.3,0.3671169261,4.4,ax
-5,-2.25,0.7930283136,4.4,ax
-5,-2.2,1.288832782,4.4,ax
-5,-2.15,0.3244482911,4.4,ax
-5,-2.1,0.1988261971,4.4,ax
-5,-2.05,0.1586514065,4.4,ax
-5,-2,0.1421405247,4.4,ax
-5,-1.95,0.1342458634,4.4,ax
-5,-1.9,0.1299730732,4.4,ax
-5,-1.85,0.1273799533,4.4,ax
-5,-1.8,0.1256245352,4.4,ax
-5,-1.75,0.1243105157,4.4,ax
-5,-1.7,0.1232391881,4.4,ax
-5,-1.65,0.1223056009,4.4,ax
-5,-1.6,0.1214523135,4.4,ax
-5,-1.55,0.1206469749,4.4,ax
-5,-1.5,0.1198709277,4.4,ax
-5,-1.45,0.1191134032,4.4,ax
-5,-1.4,0.1183681712,4.4,ax
-5,-1.35,0.1176315633,4.4,ax
-5,-1.3,0.116901632,4.4,ax
-5,-1.25,0.1161773095,4.4,ax
-5,-1.2,0.1154581096,4.4,ax
-5,-1.15,0.1147439244,4.4,ax
-5,-1.1,0.1140348063,4.4,ax
-5,-1.05,0.1133308825,4.4,ax
-5,-1,0.1126323677,4.4,ax
-5,-0.95,0.1119395072,4.4,ax
-5,-0.9,0.1112524884,4.4,ax
-5,-0.85,0.1105714916,4.4,ax
-5,-0.8,0.1098967202,4.4,ax
-5,-0.75,0.1092283,4.4,ax
-5,-0.7,0.1085663637,4.4,ax
-5,-0.65,0.1079110085,4.4,ax
-5,-0.6,0.1072622799,4.4,ax
-5,-0.55,0.1066202741,4.4,ax
-5,-0.5,0.1059849817,4.4,ax
-5,-0.45,0.1053564336,4.4,ax
-5,-0.4,0.1047346511,4.4,ax
-5,-0.35,0.1041195933,4.4,ax
-5,-0.3,0.10351125,4.4,ax
-5,-0.25,0.1029096037,4.4,ax
-5,-0.2,0.1023145714,4.4,ax
-5,-0.15,0.1017261673,4.4,ax
-5,-0.1,0.1011443062,4.4,ax
-5,-0.05,0.1005689318,4.4,ax
-5,0,0.09999999568,4.4,ax
-5,0.05,0.09943745435,4.4,ax
-5,0.1,0.09888122244,4.4,ax
-5,0.15,0.09833127133,4.4,ax
-5,0.2,0.09778751432,4.4,ax
-5,0.25,0.09724991889,4.4,ax
-5,0.3,0.09671841129,4.4,ax
-5,0.35,0.09619294455,4.4,ax
-5,0.4,0.09567346864,4.4,ax
-5,0.45,0.09515994661,4.4,ax
-5,0.5,0.09465232152,4.4,ax
-5,0.55,0.09415056493,4.4,ax
-5,0.6,0.09365462274,4.4,ax
-5,0.65,0.09316448617,4.4,ax
-5,0.7,0.09268010153,4.4,ax
-5,0.75,0.09220146872,4.4,ax
-5,0.8,0.09172856316,4.4,ax
-5,0.85,0.09126136805,4.4,ax
-5,0.9,0.09079987185,4.4,ax
-5,0.95,0.0903440773,4.4,ax
-5,1,0.0898939896,4.4,ax
-5,1.05,0.08944960992,4.4,ax
-5,1.1,0.08901096461,4.4,ax
-5,1.15,0.08857806158,4.4,ax
-5,1.2,0.08815093788,4.4,ax
-5,1.25,0.0877296337,4.4,ax
-5,1.3,0.08731416989,4.4,ax
-5,1.35,0.08690461578,4.4,ax
-5,1.4,0.08650102472,4.4,ax
-5,1.45,0.08610344997,4.4,ax
-5,1.5,0.0857119726,4.4,ax
-5,1.55,0.08532666691,4.4,ax
-5,1.6,0.08494762242,4.4,ax
-5,1.65,0.08457493734,4.4,ax
-5,1.7,0.08420870511,4.4,ax
-5,1.75,0.08384903562,4.4,ax
-5,1.8,0.08349605636,4.4,ax
