a_x,a_y,a_z,a_zz,delta_theta,theta_value,sql,T_H
2.739560486,-0.6112156025,3.585979199,1.973680291,0.05213688109,0.1,0.1,10
-4.058226521,4.756223516,2.61139702,2.860643053,0.03114960301,0.1,0.1,10
-3.718863673,-0.496140621,-1.292019758,4.267649888,0.06377973775,0.1,0.1,10
1.438651201,3.227616133,-0.5658580117,-2.727612782,2.477562055,0.1,0.1,10
0.5458478702,-4.361827439,3.27631172,1.316643991,0.08526623502,0.1,0.1,10
2.580877401,-1.454740319,4.706980244,3.931211213,0.07339203147,0.1,0.1,10
2.783834971,-3.053612921,-0.3327899627,-4.561962342,1.803612665,0.1,0.1,10
-3.457105079,1.830489532,2.447621559,4.675097324,0.07590108542,0.1,0.1,10
-1.741746419,-1.29540294,-0.3044418872,-3.105286409,0.1426837176,0.1,0.1,10
-3.700784947,-0.2429507377,-2.730906509,1.698139947,0.04144297946,0.1,0.1,10
-0.6284808113,3.326781961,2.00265102,-1.876333586,1.355292569,0.1,0.1,10
3.322598014,3.047643575,-1.12521621,-2.116718961,0.1442633946,0.1,0.1,10
1.82495504,-3.602475164,-3.000917975,-4.926377302,0.2804610502,0.1,0.1,10
2.869243775,1.648508566,2.051653786,2.80729031,0.06572090067,0.1,0.1,10
-0.4108422446,0.6874119595,-3.602030019,-3.854699265,0.1040264374,0.1,0.1,10
1.684029618,-0.2890379386,0.6523610648,2.649988574,0.08284066706,0.1,0.1,10
1.3471832,0.5357940066,0.5920716075,-1.960499019,0.1314312341,0.1,0.1,10
-4.691821654,-0.6328261077,-2.854153272,-0.9147135628,0.1058729541,0.1,0.1,10
3.534030733,-2.660605141,-4.416972583,-2.18616108,0.1042348058,0.1,0.1,10
-2.064062422,1.619165147,0.5703215234,2.838982091,0.1032525375,0.1,0.1,10
1.643135403,-0.9361313856,3.140203847,-3.330270801,0.2084545059,0.1,0.1,10
-4.772879269,-4.099521392,2.223593506,-0.3812276975,0.2048769428,0.1,0.1,10
-3.38728221,0.01044775103,-3.476878973,1.963203751,0.04753834143,0.1,0.1,10
-0.5384372443,-1.189787739,-1.984879109,1.302825931,0.0731703692,0.1,0.1,10
-1.381873894,-4.123500807,-3.819940979,4.618976645,0.0576649496,0.1,0.1,10
4.085806907,1.997071338,-2.341300385,4.691763773,0.1040505343,0.1,0.1,10
2.78750904,2.168901892,-0.5063849786,-2.277584382,2.344895718,0.1,0.1,10
-4.036090378,4.026023965,-0.4422371017,-2.976366352,0.137420597,0.1,0.1,10
-1.940433758,0.7921956894,-3.232272171,3.566142841,0.1451340185,0.1,0.1,10
2.585195298,2.19462956,-0.6790696022,1.273088407,0.04670110786,0.1,0.1,10
0.8409796891,1.498466016,-4.155556789,-0.8419259783,0.1494630713,0.1,0.1,10
-4.583858261,-0.06009180755,-1.701387877,-3.554758111,0.9749855038,0.1,0.1,10
-3.965970323,0.8764457218,-3.294070315,4.251201184,0.05471505301,0.1,0.1,10
0.810611397,-1.531301955,0.9091549148,-4.77196129,0.115356335,0.1,0.1,10
4.585592132,-0.1769656306,2.827352273,-4.172700001,1.92611081,0.1,0.1,10
-0.1334166916,-0.09293005645,4.37826455,0.7172805238,0.1008590539,0.1,0.1,10
-0.2651059894,-2.330243369,-1.684310027,0.2067240247,1.020796053,0.1,0.1,10
-0.6108853969,-4.783879201,3.262919242,3.961607718,0.04959637398,0.1,0.1,10
-3.59750911,0.5403614354,-3.914242589,1.72240093,0.03230050853,0.1,0.1,10
-2.187662162,1.594226347,2.269946143,2.686474919,0.06352584769,0.1,0.1,10
-3.92259054,4.160118451,-2.697860091,-4.625874438,0.2838471304,0.1,0.1,10
0.5485246939,-1.290777161,3.297897431,3.082514721,0.08675664397,0.1,0.1,10
-1.828611072,4.528993951,-2.090821619,0.1505712923,0.0739905811,0.1,0.1,10
-2.440349094,4.3604357,-3.353921824,-4.550893806,0.6253227459,0.1,0.1,10
-0.6490294,4.923755641,3.916772663,2.486080195,0.03962445863,0.1,0.1,10
3.907924909,3.934466397,0.1885836039,-1.840709482,0.1459327573,0.1,0.1,10
2.720124321,1.616612632,-1.263422711,-4.055333319,0.2170814135,0.1,0.1,10
2.467896113,-2.375394841,4.368131505,-2.59029425,0.6264653158,0.1,0.1,10
-3.772420676,3.311126721,-3.467156834,-3.207316918,0.1858974892,0.1,0.1,10
0.9938279152,3.745620408,-3.035653343,-1.896763271,0.467337783,0.1,0.1,10
2.774048382,4.718264261,0.007411862023,-3.561024974,0.1808711233,0.1,0.1,10
-4.860637123,-2.7034397,-3.681777822,1.776586736,0.03762621536,0.1,0.1,10
-3.781674954,0.06329931621,1.942624356,0.8111660922,0.04214280702,0.1,0.1,10
-3.002243483,3.041245262,2.154071296,2.389840039,0.04044755212,0.1,0.1,10
-3.689422484,-3.762461963,4.27562551,-1.024218062,0.0719892056,0.1,0.1,10
-1.990513082,-0.1141595465,1.628642128,4.55623257,0.08621636252,0.1,0.1,10
-2.135537731,4.248084293,-4.751405086,0.5519804233,0.04513659394,0.1,0.1,10
1.339751117,-3.941025962,-3.596604029,-0.8088568068,0.06929927062,0.1,0.1,10
4.662319121,0.9604255323,4.330232216,3.043609156,0.03597318199,0.1,0.1,10
-0.3261839844,2.847634493,-4.82163216,-3.908560032,0.7205108155,0.1,0.1,10
3.294286149,2.968170883,-2.67359258,0.307695906,0.07329575486,0.1,0.1,10
1.060158207,3.677389538,1.031071573,-0.8742843073,0.09023004578,0.1,0.1,10
-1.258159566,-0.7411791363,1.519310256,3.674906318,0.08901460537,0.1,0.1,10
-0.4610311792,-2.52160437,-2.63337637,2.460142802,0.06380990846,0.1,0.1,10
3.165687634,-3.947219201,-4.33441143,0.9443366376,0.05287894426,0.1,0.1,10
-3.538267558,3.246641905,-1.896653261,-3.56128067,0.5230060284,0.1,0.1,10
4.209704725,-3.344682773,-2.152799177,-3.463866048,0.1912178957,0.1,0.1,10
-3.845099363,-4.788519837,-4.446045908,-3.253585291,0.06568115889,0.1,0.1,10
-4.466180674,0.9114381611,1.807145268,-1.063695432,0.2550186092,0.1,0.1,10
-1.82008903,0.04526237022,3.750049422,3.511316268,0.1024511213,0.1,0.1,10
