drive,azz,delta_theta,theta_value,slice_type
-5,-5,0.5113448575,1.8,ax
-5,-4.95,0.3511535314,1.8,ax
-5,-4.9,0.265347716,1.8,ax
-5,-4.85,0.2123837259,1.8,ax
-5,-4.8,0.1767687072,1.8,ax
-5,-4.75,0.1514109781,1.8,ax
-5,-4.7,0.1326068858,1.8,ax
-5,-4.65,0.1182344016,1.8,ax
-5,-4.6,0.1069909808,1.8,ax
-5,-4.55,0.09803334035,1.8,ax
-5,-4.5,0.09079188279,1.8,ax
-5,-4.45,0.08486837788,1.8,ax
-5,-4.4,0.07997635945,1.8,ax
-5,-4.35,0.07590478454,1.8,ax
-5,-4.3,0.07249500589,1.8,ax
-5,-4.25,0.06962569131,1.8,ax
-5,-4.2,0.06720266071,1.8,ax
-5,-4.15,0.06515186286,1.8,ax
-5,-4.1,0.06341441474,1.8,ax
-5,-4.05,0.06194302771,1.8,ax
-5,-4,0.06069938822,1.8,ax
-5,-3.95,0.05965220821,1.8,ax
-5,-3.9,0.05877575309,1.8,ax
-5,-3.85,0.05804871781,1.8,ax
-5,-3.8,0.05745335747,1.8,ax
-5,-3.75,0.05697480918,1.8,ax
-5,-3.7,0.05660055773,1.8,ax
-5,-3.65,0.05632001116,1.8,ax
-5,-3.6,0.05612416084,1.8,ax
-5,-3.55,0.0560053075,1.8,ax
-5,-3.5,0.05595683872,1.8,ax
-5,-3.45,0.05597304722,1.8,ax
-5,-3.4,0.05604898158,1.8,ax
-5,-3.35,0.05618032269,1.8,ax
-5,-3.3,0.05636328121,1.8,ax
-5,-3.25,0.05659451189,1.8,ax
-5,-3.2,0.05687104151,1.8,ax
-5,-3.15,0.05719020829,1.8,ax
-5,-3.1,0.05754961042,1.8,ax
-5,-3.05,0.05794706215,1.8,ax
-5,-3,0.05838055659,1.8,ax
-5,-2.95,0.05884823356,1.8,ax
-5,-2.9,0.059348352,1.8,ax
-5,-2.85,0.05987926652,1.8,ax
-5,-2.8,0.06043940665,1.8,ax
-5,-2.75,0.06102725952,1.8,ax
-5,-2.7,0.06164135483,1.8,ax
-5,-2.65,0.06228025175,1.8,ax
-5,-2.6,0.06294252814,1.8,ax
-5,-2.55,0.06362677149,1.8,ax
-5,-2.5,0.06433157118,1.8,ax
-5,-2.45,0.06505551261,1.8,ax
-5,-2.4,0.06579717251,1.8,ax
-5,-2.35,0.06655511556,1.8,ax
-5,-2.3,0.06732789238,1.8,ax
-5,-2.25,0.06811403859,1.8,ax
-5,-2.2,0.068912075,1.8,ax
-5,-2.15,0.06972050887,1.8,ax
-5,-2.1,0.07053783648,1.8,ax
-5,-2.05,0.07136254601,1.8,ax
-5,-2,0.07219312211,1.8,ax
-5,-1.95,0.07302805079,1.8,ax
-5,-1.9,0.07386582531,1.8,ax
-5,-1.85,0.0747049528,1.8,ax
-5,-1.8,0.07554396129,1.8,ax
-5,-1.75,0.07638140763,1.8,ax
-5,-1.7,0.07721588558,1.8,ax
-5,-1.65,0.07804603432,1.8,ax
-5,-1.6,0.07887054729,1.8,ax
-5,-1.55,0.07968818095,1.8,ax
-5,-1.5,0.08049776375,1.8,ax
-5,-1.45,0.0812982051,1.8,ax
-5,-1.4,0.08208850348,1.8,ax
-5,-1.35,0.08286775548,1.8,ax
-5,-1.3,0.08363516292,1.8,ax
-5,-1.25,0.08439004082,1.8,ax
-5,-1.2,0.08513182397,1.8,ax
-5,-1.15,0.08586007313,1.8,ax
-5,-1.1,0.08657448067,1.8,ax
-5,-1.05,0.08727487524,1.8,ax
-5,-1,0.08796122596,1.8,ax
-5,-0.95,0.08863364571,1.8,ax
-5,-0.9,0.08929239353,1.8,ax
-5,-0.85,0.08993787693,1.8,ax
-5,-0.8,0.09057065283,1.8,ax
-5,-0.75,0.09119142846,1.8,ax
-5,-0.7,0.09180106137,1.8,ax
-5,-0.65,0.09240055925,1.8,ax
-5,-0.6,0.09299107964,1.8,ax
-5,-0.55,0.09357392861,1.8,ax
-5,-0.5,0.09415056054,1.8,ax
-5,-0.45,0.09472257683,1.8,ax
-5,-0.4,0.09529172547,1.8,ax
-5,-0.35,0.09585990068,1.8,ax
-5,-0.3,0.09642914267,1.8,ax
-5,-0.25,0.09700163868,1.8,ax
-5,-0.2,0.09757972401,1.8,ax
-5,-0.15,0.09816588428,1.8,ax
-5,-0.1,0.09876275862,1.8,ax
-5,-0.05,0.09937314377,1.8,ax
-5,0,0.1,1.8,ax
-5,0.05,0.1006464579,1.8,ax
-5,0.1,0.1013158272,1.8,ax
-5,0.15,0.1020116067,1.8,ax
-5,0.2,0.1027374978,1.8,ax
-5,0.25,0.1034974177,1.8,ax
-5,0.3,0.1042955178,1.8,ax
-5,0.35,0.1051362023,1.8,ax
-5,0.4,0.1060241515,1.8,ax
-5,0.45,0.106964347,1.8,ax
-5,0.5,0.1079621021,1.8,ax
-5,0.55,0.1090230941,1.8,ax
-5,0.6,0.1101534032,1.8,ax
-5,0.65,0.1113595542,1.8,ax
-5,0.7,0.1126485661,1.8,ax
-5,0.75,0.1140280051,1.8,ax
-5,0.8,0.1155060471,1.8,ax
-5,0.85,0.1170915462,1.8,ax
-5,0.9,0.1187941127,1.8,ax
-5,0.95,0.1206242006,1.8,ax
-5,1,0.1225932064,1.8,ax
-5,1.05,0.1247135804,1.8,ax
-5,1.1,0.1269989511,1.8,ax
-5,1.15,0.1294642663,1.8,ax
-5,1.2,0.1321259514,1.8,ax
-5,1.25,0.1350020874,1.8,ax
-5,1.3,0.1381126105,1.8,ax
-5,1.35,0.1414795359,1.8,ax
-5,1.4,0.1451272082,1.8,ax
-5,1.45,0.1490825803,1.8,ax
-5,1.5,0.1533755217,1.8,ax
-5,1.55,0.1580391598,1.8,ax
-5,1.6,0.1631102505,1.8,ax
-5,1.65,0.1686295788,1.8,ax
-5,1.7,0.1746423821,1.8,ax
-5,1.75,0.1811987872,1.8,ax
-5,1.8,0.1883542438,1.8,ax
-5,1.85,0.196169925,1.8,ax
-5,1.9,0.204713056,1.8,ax
-5,1.95,0.2140571033,1.8,ax
-5,2,0.224281731,1.8,ax
-5,2.05,0.2354723948,1.8,ax
-5,2.1,0.2477193718,1.8,ax
-5,2.15,0.2611159681,1.8,ax
-5,2.2,0.2757555395,1.8,ax
-5,2.25,0.2917268456,1.8,ax
-5,2.3,0.3091071229,1.8,ax
-5,2.35,0.3279521451,1.8,ax
-5,2.4,0.3482824373,1.8,ax
-5,2.45,0.3700648595,1.8,ax
-5,2.5,0.3931890567,1.8,ax
-5,2.55,0.4174389935,1.8,ax
-5,2.6,0.4424611708,1.8,ax
-5,2.65,0.4677333819,1.8,ax
-5,2.7,0.4925409483,1.8,ax
-5,2.75,0.5159707702,1.8,ax
-5,2.8,0.5369358243,1.8,ax
-5,2.85,0.5542416588,1.8,ax
-5,2.9,0.566699404,1.8,ax
