drive,azz,delta_theta,theta_value,slice_type
-5,-5,0.2117808965,0.9,ay
-5,-4.95,0.178535854,0.9,ay
-5,-4.9,0.155945675,0.9,ay
-5,-4.85,0.1397820625,0.9,ay
-5,-4.8,0.1278242105,0.9,ay
-5,-4.75,0.1188077937,0.9,ay
-5,-4.7,0.1119783052,0.9,ay
-5,-4.65,0.1068830824,0.9,ay
-5,-4.6,0.1032726292,0.9,ay
-5,-4.55,0.1010628969,0.9,ay
-5,-4.5,0.1003465159,0.9,ay
-5,-4.45,0.1014707503,0.9,ay
-5,-4.4,0.1052566056,0.9,ay
-5,-4.35,0.1136121083,0.9,ay
-5,-4.3,0.1315571863,0.9,ay
-5,-4.25,0.176476377,0.9,ay
-5,-4.2,0.3668671866,0.9,ay
-5,-4.15,0.7585412182,0.9,ay
-5,-4.1,0.1673015308,0.9,ay
-5,-4.05,0.09799557025,0.9,ay
-5,-4,0.07532273969,0.9,ay
-5,-3.95,0.0657039576,0.9,ay
-5,-3.9,0.06103609062,0.9,ay
-5,-3.85,0.05856804039,0.9,ay
-5,-3.8,0.05719684992,0.9,ay
-5,-3.75,0.05642952752,0.9,ay
-5,-3.7,0.05602684532,0.9,ay
-5,-3.65,0.05586490657,0.9,ay
-5,-3.6,0.0558761337,0.9,ay
-5,-3.55,0.05602215661,0.9,ay
-5,-3.5,0.05628054944,0.9,ay
-5,-3.45,0.0566379838,0.9,ay
-5,-3.4,0.05708652551,0.9,ay
-5,-3.35,0.05762154657,0.9,ay
-5,-3.3,0.05824050243,0.9,ay
-5,-3.25,0.05894218981,0.9,ay
-5,-3.2,0.05972627974,0.9,ay
-5,-3.15,0.06059301238,0.9,ay
-5,-3.1,0.06154298857,0.9,ay
-5,-3.05,0.06257702091,0.9,ay
-5,-3,0.0636960206,0.9,ay
-5,-2.95,0.06490090618,0.9,ay
-5,-2.9,0.06619252503,0.9,ay
-5,-2.85,0.06757158168,0.9,ay
-5,-2.8,0.06903856905,0.9,ay
-5,-2.75,0.07059369941,0.9,ay
-5,-2.7,0.07223683402,0.9,ay
-5,-2.65,0.07396740916,0.9,ay
-5,-2.6,0.07578435897,0.9,ay
-5,-2.55,0.07768603358,0.9,ay
-5,-2.5,0.07967011389,0.9,ay
-5,-2.45,0.08173352262,0.9,ay
-5,-2.4,0.08387233376,0.9,ay
-5,-2.35,0.08608168113,0.9,ay
-5,-2.3,0.08835566985,0.9,ay
-5,-2.25,0.0906872922,0.9,ay
-5,-2.2,0.09306835328,0.9,ay
-5,-2.15,0.09548940989,0.9,ay
-5,-2.1,0.09793972845,0.9,ay
-5,-2.05,0.1004072673,0.9,ay
-5,-2,0.1028786897,0.9,ay
-5,-1.95,0.1053394128,0.9,ay
-5,-1.9,0.1077736993,0.9,ay
-5,-1.85,0.1101647952,0.9,ay
-5,-1.8,0.1124951168,0.9,ay
-5,-1.75,0.1147464896,0.9,ay
-5,-1.7,0.1169004353,0.9,ay
-5,-1.65,0.1189385037,0.9,ay
-5,-1.6,0.1208426414,0.9,ay
-5,-1.55,0.122595586,0.9,ay
-5,-1.5,0.1241812712,0.9,ay
-5,-1.45,0.1255852268,0.9,ay
-5,-1.4,0.1267949547,0.9,ay
-5,-1.35,0.1278002629,0.9,ay
-5,-1.3,0.1285935412,0.9,ay
-5,-1.25,0.1291699622,0.9,ay
-5,-1.2,0.1295275989,0.9,ay
-5,-1.15,0.1296674513,0.9,ay
-5,-1.1,0.1295933822,0.9,ay
-5,-1.05,0.129311967,0.9,ay
-5,-1,0.1288322657,0.9,ay
-5,-0.95,0.1281655332,0.9,ay
-5,-0.9,0.127324881,0.9,ay
-5,-0.85,0.1263249103,0.9,ay
-5,-0.8,0.125181334,0.9,ay
-5,-0.75,0.1239106029,0.9,ay
-5,-0.7,0.1225295518,0.9,ay
-5,-0.65,0.1210550775,0.9,ay
-5,-0.6,0.1195038557,0.9,ay
-5,-0.55,0.1178921036,0.9,ay
-5,-0.5,0.1162353917,0.9,ay
-5,-0.45,0.1145485015,0.9,ay
-5,-0.4,0.1128453305,0.9,ay
-5,-0.35,0.1111388401,0.9,ay
-5,-0.3,0.1094410415,0.9,ay
-5,-0.25,0.1077630141,0.9,ay
-5,-0.2,0.106114955,0.9,ay
-5,-0.15,0.1045062494,0.9,ay
-5,-0.1,0.1029455645,0.9,ay
-5,-0.05,0.1014409573,0.9,ay
-5,0,0.09999999998,0.9,ay
-5,0.05,0.09862991601,0.9,ay
-5,0.1,0.09733773116,0.9,ay
-5,0.15,0.09613043747,0.9,ay
-5,0.2,0.09501517422,0.9,ay
-5,0.25,0.09399942892,0.9,ay
-5,0.3,0.09309126398,0.9,ay
-5,0.35,0.09229957656,0.9,ay
-5,0.4,0.09163440379,0.9,ay
-5,0.45,0.09110728559,0.9,ay
-5,0.5,0.09073170596,0.9,ay
-5,0.55,0.09052363837,0.9,ay
-5,0.6,0.09050223113,0.9,ay
-5,0.65,0.0906906826,0.9,ay
-5,0.7,0.0911173747,0.9,ay
-5,0.75,0.09181736388,0.9,ay
-5,0.8,0.09283437258,0.9,ay
-5,0.85,0.09422349026,0.9,ay
-5,0.9,0.09605490011,0.9,ay
-5,0.95,0.09841911997,0.9,ay
-5,1,0.1014345255,0.9,ay
-5,1.05,0.1052584096,0.9,ay
-5,1.1,0.1101036857,0.9,ay
-5,1.15,0.1162649216,0.9,ay
-5,1.2,0.1241604279,0.9,ay
-5,1.25,0.1344033215,0.9,ay
-5,1.3,0.1479279396,0.9,ay
-5,1.35,0.1662295206,0.9,ay
-5,1.4,0.1918565661,0.9,ay
-5,1.45,0.2295331771,0.9,ay
-5,1.5,0.2891069563,0.9,ay
-5,1.55,0.3950753062,0.9,ay
-5,1.6,0.6299567377,0.9,ay
-5,1.65,1.55543027,0.9,ay
-5,1.7,3.487839894,0.9,ay
-5,1.75,0.8429823574,0.9,ay
-5,1.8,0.4897688344,0.9,ay
-5,1.85,0.3519788916,0.9,ay
-5,1.9,0.2797869843,0.9,ay
-5,1.95,0.2362247125,0.9,ay
-5,2,0.2077750239,0.9,ay
-5,2.05,0.1883397694,0.9,ay
-5,2.1,0.1747827663,0.9,ay
-5,2.15,0.165346555,0.9,ay
-5,2.2,0.1589926817,0.9,ay
-5,2.25,0.1550949918,0.9,ay
-5,2.3,0.1532866778,0.9,ay
-5,2.35,0.153382408,0.9,ay
-5,2.4,0.1553421916,0.9,ay
-5,2.45,0.1592633508,0.9,ay
-5,2.5,0.1653977596,0.9,ay
-5,2.55,0.1742005637,0.9,ay
-5,2.6,0.186429487,0.9,ay
-5,2.65,0.2033398357,0.9,ay
-5,2.7,0.2270834732,0.9,ay
-5,2.75,0.2615964185,0.9,ay
-5,2.8,0.3148357849,0.9,ay
-5,2.85,0.4055521084,0.9,ay
-5,2.9,0.5907714791,0.9,ay
-5,2.95,1.164589482,0.9,ay
-5,3,29.0135008,0.9,ay
-5,3.05,1.015660626,0.9,ay
-5,3.1,0.5027164399,0.9,ay
-5,3.15,0.3283618618,0.9,ay
-5,3.2,0.2409683056,0.9,ay
-5,3.25,0.1887199487,0.9,ay
-5,3.3,0.1541345107,0.9,ay
-5,3.35,0.1296691701,0.9,ay
-5,3.4,0.1115369313,0.9,ay
-5,3.45,0.09762840143,0.9,ay
-5,3.5,0.08667589444,0.9,ay
-5,3.55,0.07787196587,0.9,ay
-5,3.6,0.07067811463,0.9,ay
-5,3.65,0.0647215456,0.9,ay
-5,3.7,0.05973607925,0.9,ay
-5,3.75,0.05552665772,0.9,ay
-5,3.8,0.05194714867,0.9,ay
-5,3.85,0.04888598505,0.9,ay
-5,3.9,0.04625660274,0.9,ay
-5,3.95,0.043990916,0.9,ay
-5,4,0.04203477657,0.9,ay
-5,4.05,0.04034476722,0.9,ay
-5,4.1,0.03888592347,0.9,ay
-5,4.15,0.03763013131,0.9,ay
-5,4.2,0.03655505469,0.9,ay
-5,4.25,0.03564353484,0.9,ay
-5,4.3,0.03488350157,0.9,ay
-5,4.35,0.03426858674,0.9,ay
-5,4.4,0.03379992562,0.9,ay
-5,4.45,0.03349030128,0.9,ay
-5,4.5,0.03337348338,0.9,ay
-5,4.55,0.0335263788,0.9,ay
-5,4.6,0.03412672705,0.9,ay
-5,4.65,0.03562491544,0.9,ay
-5,4.7,0.03936246243,0.9,ay
-5,4.75,0.05057561805,0.9,ay
-5,4.8,0.1072726857,0.9,ay
-5,4.85,0.2590154853,0.9,ay
-5,4.9,0.07204431385,0.9,ay
-5,4.95,0.05141528522,0.9,ay
-5,5,0.04493403094,0.9,ay
-4.95,-5,0.1304146346,0.9,ay
-4.95,-4.95,0.1199192824,0.9,ay
-4.95,-4.9,0.1119875479,0.9,ay
-4.95,-4.85,0.1060003878,0.9,ay
-4.95,-4.8,0.1015956953,0.9,ay
-4.95,-4.75,0.09859727724,0.9,ay
-4.95,-4.7,0.09700047801,0.9,ay
-4.95,-4.65,0.09701786352,0.9,ay
-4.95,-4.6,0.0992349626,0.9,ay
-4.95,-4.55,0.1050557605,0.9,ay
-4.95,-4.5,0.1181436685,0.9,ay
-4.95,-4.45,0.1506395039,0.9,ay
-4.95,-4.4,0.2735186283,0.9,ay
-4.95,-4.35,1.340973473,0.9,ay
-4.95,-4.3,0.1657263106,0.9,ay
-4.95,-4.25,0.09309733157,0.9,ay
-4.95,-4.2,0.07182708922,0.9,ay
-4.95,-4.15,0.06342207181,0.9,ay
-4.95,-4.1,0.05955384135,0.9,ay
-4.95,-4.05,0.05759819141,0.9,ay
-4.95,-4,0.05656462224,0.9,ay
-4.95,-3.95,0.05603156114,0.9,ay
-4.95,-3.9,0.05580272142,0.9,ay
-4.95,-3.85,0.05578025494,0.9,ay
-4.95,-3.8,0.05591290509,0.9,ay
-4.95,-3.75,0.05617299422,0.9,ay
-4.95,-3.7,0.05654548823,0.9,ay
-4.95,-3.65,0.05702249186,0.9,ay
-4.95,-3.6,0.05760033822,0.9,ay
-4.95,-3.55,0.05827798223,0.9,ay
-4.95,-3.5,0.05905607874,0.9,ay
-4.95,-3.45,0.05993643432,0.9,ay
-4.95,-3.4,0.06092166915,0.9,ay
-4.95,-3.35,0.06201499975,0.9,ay
-4.95,-3.3,0.06322009316,0.9,ay
-4.95,-3.25,0.06454096255,0.9,ay
-4.95,-3.2,0.06598188689,0.9,ay
-4.95,-3.15,0.06754734313,0.9,ay
